"genotype"	"cluster_corrected"	"cluster"
"MPNAML16PL75_5I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_5J"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_5N"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_5O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL75_5P"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_13K"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_13M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_13O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_15M"	"TP53HET"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_15O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_17F"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_17G"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_17I"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_17M"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_19C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_19E"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_19I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_19K"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_19L"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_19N"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_19O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_1G"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_1K"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_1M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_21A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_21G"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_21H"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_21L"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_21M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_23A"	"TP53_multihit_M2"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_23E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_23F"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_23G"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_23M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_23N"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_23P"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_5B"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_5F"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_5I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_5J"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_7A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_7C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_7E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_7G"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_7I"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_7O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL76_9O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_15P"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_17A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_17M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_19C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_19L"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_19M"	"TP53HET"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_1C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_1G"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_21C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_21M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_23D"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_23M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_3E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_3M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_3O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_5C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_5F"	"TP53_multihit_M2"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_5M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_5O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL77_9N"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_13P"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_15M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_15O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_17M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_17N"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_19A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_19K"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_19M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_19O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_21G"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_21K"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_23A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_23E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_23M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_3M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_7I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_7O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL78_9M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_11L"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_11P"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_13C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_13K"	"TP53HET"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_13M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_13O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_15B"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_15C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_15H"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_15I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_15K"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_15P"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_19E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_19F"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_19G"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_19I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_19O"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_19P"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_1F"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_1G"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_1J"	NA	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_1K"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_1N"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_1O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_21E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_21F"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_21H"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_21I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_21J"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_21L"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_21N"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_21O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_23F"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_23I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_23K"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_23N"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_23O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_3C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_3D"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_3J"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_3O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_5I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_9O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL79_9P"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.2"
"MPNAML16PL74_11G"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_11E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_11H"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_11O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_13A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_13B"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_13D"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_13E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_13F"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_13G"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_13H"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_13I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_13J"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_13K"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_13M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_15A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_15B"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_15C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_15D"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_15F"	"TP53_multihit_M2"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_15J"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_15K"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_15N"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_15O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_15P"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_17A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_17B"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_17C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_17E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_17F"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_17G"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_17I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_17J"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_17K"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_17L"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_17O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_17P"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_19A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_19C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_19D"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_19F"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_19G"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_19H"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_19I"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_19J"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_1B"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_1C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_1D"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_1E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_1F"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_1H"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_1I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_1J"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_1K"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_1L"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_21B"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_21D"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_21E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_21F"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_21H"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_21I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_21J"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_21L"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_21M"	"TP53HET"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_21N"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_21O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_23A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_23B"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_23C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_23D"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_23E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_23G"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_23I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_23J"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_23K"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_23L"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_23M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_23O"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_3C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_3G"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_3K"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_3L"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_3P"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_7C"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_7E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_7G"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_7H"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_7L"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_7N"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_9A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_9E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_9J"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_9L"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_9N"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL74_9P"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_11A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_11B"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_11E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_11J"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_13C"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_13E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_13F"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_13G"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_13I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_13J"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_13K"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_13L"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_13M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_13O"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_15A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_15B"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_15C"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_15E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_15F"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_15G"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_15I"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_15J"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_15K"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_15L"	"TP53HET"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_15O"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_17C"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_17E"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_17F"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_17G"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_17M"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_17N"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_19A"	"TP53_multihit_HOM"	"chr5_chr17_chr21"	"patient.1.2.2.1"
"MPNAML16PL75_19C"	NA	"chr5_chr17_chr21"	"patient.1.2.2.1"
